Country,Species_Name,CrabLobShrimp,FAOFishingArea,Unit (Name),Unit,[1950],[1951],[1952],[1953],[1954],[1955],[1956],[1957],[1958],[1959],[1960],[1961],[1962],[1963],[1964],[1965],[1966],[1967],[1968],[1969],[1970],[1971],[1972],[1973],[1974],[1975],[1976],[1977],[1978],[1979],[1980],[1981],[1982],[1983],[1984],[1985],[1986],[1987],[1988],[1989],[1990],[1991],[1992],[1993],[1994],[1995],[1996],[1997],[1998],[1999],[2000],[2001],[2002],[2003],[2004],[2005],[2006],[2007],[2008],[2009],[2010],[2011],[2012],[2013],[2014],[2015],[2016],[2017],[2018],[2019],[2020],[2021],ThreeYearTotal,TwentyYearTotal
France,Spinous spider crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5900,6258,6119,5885,10623,5605,5520,6069,4757,6531,5298,3946,3237,2921,3691,2376,1553,2883,3991,3765,3611,3631,3467,3169,3433,3124,3380,4422,4807,4134,4440,4017,3917,4542,4695,4166,4965,4537,4203,3452,4234,4955.03,5007.09,6100.11,6866.11,7440.94,7184.22,7548.99,8006.47,22739.68,104410.96
France,Edible crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",4500,4800,3700,3900,3400,4300,4000,4700,5600,4800,6200,6800,7700,4200,4300,5200,7300,7600,8200,10500,11600,13800,13200,8000,8768,10825,12622,8700,10403,11510,10839,10436,9711,9742,8871,10110,8111,9759,8302,7114,7089,5874,5859,6495,6395,6185,5927,6554,5598,6503,6549,6602,5543,5892,5515,5076,4804,5743,5135,5206,5916,6950,6141,5925,5753.15,4738.89,4656.91,4402.7,3757.33,3395.49,2731.07,2191.14,8317.7,99472.68
France,Norway lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",3700,3600,4500,5000,4900,5100,5200,7400,6500,7200,8200,8500,7900,8300,9200,7800,7600,7700,8300,11300,10000,9000,9600,12100,12549,12828,12194,10798,9563,10179,10255,10877,8424,10303,9626,9702,8381,9428,9828,8980,9416,7588,10177,9844,9271,9782,8623,7125,6611,5843,6639,6992,7588,7598,6314,6764,6206,5504,4497,5599,4759,4574,2962,3125,3228.93,3972.72,4639.44,3836.26,2507.48,2539.47,2463.73,3177.9,8181.1,91855.93
France,European lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",400,400,500,400,500,500,500,600,700,600,500,500,400,300,400,400,500,400,400,300,300,300,400,400,336,385,328,353,368,383,337,372,398,306,189,176,241,485,271,259,247,234,202,202,223,266,267,327,219,308,332,329,299,319,283,282,330,420,365,447,871,812,569,535,650.52,621.16,657.22,698.27,707.53,690.12,650.14,612.64,1952.9,10819.6
France,Green crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,88,171,166,153,114,124,86,110,100,135,325,296,327,342,292,350,359,204,465,558,566,522,492,188,168,339,403,403,397,392,357,308,356,443.9,360.16,208.57,254.59,371.74,422.86,256.77,190.87,870.5,6834.46
France,Velvet swimcrab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,258,377,386,329,192,214,273,244,198,210,279,165,165,193.12,136.8,141.94,142.68,153.23,157.01,110.76,85.15,352.92,4152.69
France,Common spiny lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,200,200,112,93,28,100,84,128,110,70,51,62,73,83,89,97,97,104,89,69,46,36,33,32,31,44,33,8,9,9,9,3,3,3,3,3,3,0,0,0,0,20,32,10,6,6,20.02,226.83,182.94,34.56,35.2,77.08,48.1,48.94,174.12,756.67
France,Common spiny lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,168,198,173,137,128,112,104,90,44,58,59,65,45,42,31,27,25,28,17,77,65,16,15,16,15.06,14.05,21.63,19.22,24.25,20.25,35.45,79.81,135.51,633.72
France,"Craylets, squat lobsters nei",1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,91,80,107,89,89,128,116,127,104,89,85,90,94,81,102,98,84,84,65,69,54,66,51,24,40,32,29,10,7,7.24,11.56,10,6.69,7.97,7.22,3.98,2.31,13.51,587.97
France,Marine crabs nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519,0,341,419,395,510,517,649,12,53,89,208,170,37,11,14,17,14,160,5,5,0,13,2,6,2,11,15,13,34,32,0,3,104,39,27,56.43,36.56,16.68,8.82,24.89,12.99,14.21,9.75,36.95,466.33
France,Marine crustaceans nei,NEI,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,500,500,1000,900,1000,1000,1000,1000,1000,600,1000,700,800,800,1300,1700,2200,1400,1900,1200,1200,3000,1595,1682,1363,0,395,0,209,138,102,247,130,147,80,85,104,204,90,105,798,933,864,979,885,1154,676,700,686,689,14,19,7,24,46,70,68,13,16,32,29,36,7.4,4.04,0.57,0.94,2.9,1.14,0.81,0.68,2.63,392.48
France,Norway lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,9,8,20,19,19,19,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,10,28,37,19,11,28.61,25.67,40.92,37.91,34.1,31.61,30.29,40.06,101.96,379.17
France,Marine crabs nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,10,5,6,19.48,32.9,56.76,44.91,54.75,1,2.22,26.12,29.34,284.14
France,Spinous spider crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,19,0,0,0,0,16,18,12,13,11,8,9,11,7,6,4,1,7,11,0,2,2,2,0,6,1,2,2,2,3,2,0,0,2,8,9,8,9,16.57,38.83,26.43,26.99,16.35,34.56,37.52,12.05,84.13,256.3
France,Mediterranean shore crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,84,115,0,221,0,115,138,6,11,0,37,13,37,134,272,159,215,177,135,5,22,10,7,28,0,16,16,16,7,14,9,9,11,8,5,4,11,12,8,3,12,7,13,0.1,0.15,0.19,0.01,0.13,74.79,31.98,43.68,150.45,254.03
France,Spiny lobsters nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.55,19.52,29.02,23.49,21.54,0.6,1.16,1.37,3.13,126.25
France,European lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8,15,15,12,8,8,9,7,7,3,12,9,4,6,6,8,0,4,2,5,2,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,5,4,19,6.72,18.7,4.94,4.9,4.77,5.11,4.43,4.6,14.14,89.17
France,Palinurid spiny lobsters nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,19,12,40,0,0,0,0,0,0,0,0,0,71
France,Pink spiny lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,59,11,33,18,11,3,1,0,25,11,9,5,1,0,0,3,3,6,6,2,1,3,2,2,3.6,3.12,3.01,3.14,2.49,3.22,2.04,3.44,8.7,53.06
France,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,500,500,600,0,0,200,0,200,0,0,100,100,100,100,0,100,100,100,71,128,110,132,26,45,79,59,15,11,6,148,74,44,0,32,23,26,22,22,20,27,22,24,27,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,8,6,5,2.66,2.4,2.89,3.9,1.51,2.36,1.07,2.98,6.41,43.77
France,Green crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.03,0.23,0.71,0.31,10.17,10.15,15.64,35.96,37.41
France,Right-handed hermit crabs nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49,0.17,5.5,3.27,9.68,2.81,2.56,15.05,32.48
France,Palinurid spiny lobsters nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",1100,1000,1000,800,700,900,900,900,800,1000,1500,1700,1800,1700,400,400,300,400,200,200,100,200,100,300,311,74,83,80,281,114,91,35,192,100,106,115,135,166,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,6,4,0,0,0,0,0,0,0,0,0,28
France,Lobsters nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,18
France,Velvet swimcrab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.59,3.33,2.87,0.75,3.35,2.1,2.38,7.83,15.5
France,Lobsters nei,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.61,0.04,0.9,0.01,0.01,0.01,0.64,0.54,1.19,12.76
France,Pink spiny lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,8,12,9,20,12,6,2,3,2,2,3,9,4,5,0,7,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,0.58,0.85,1.38,1.33,1.23,0.98,1.3,3.51,10.25
France,Spiny lobsters nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0.68,1.78,1.89,0.28,1.24,0.7,0.88,2.82,9.49
France,Lesser slipper lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.08,0.21,0.12,1.43,0.44,0.52,0.19,1.15,3.3
France,Lesser slipper lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0.1,0.46,0.59,0.6
France,Marine crabs nei,1,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Palinurid spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",400,500,400,500,400,400,400,600,600,1500,2200,2700,2100,1300,1400,1300,1000,800,500,400,600,400,1800,300,459,258,0,436,428,525,628,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portunus swimcrabs nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,1001,1006,1006,994,982,983,749,918,579,637,500,475,339,326,336,361,254,225,261,155,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Southern spiny lobster,1,"Atlantic, Southeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,Tropical spiny lobsters nei,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,3,1,2,2,2,2,2,2,2,4,4,4,4,3,3,3,20,20,40,51,50,51,58,54,55,55,50,55,55,55,55,55,57,67,60,60,60,60,0,0,0,0,0,0,853
French Polynesia,Indo-Pacific swamp crab,1,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,78
French Polynesia,Marine crustaceans nei,NEI,"Pacific, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,2,3,1,1,1,1,1,1,1,1,18,18,15,15,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,9,11,5,25,38
French Southern Terr,St.Paul rock lobster,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",200,200,200,200,200,200,200,400,400,400,500,500,500,600,600,600,700,600,700,600,600,500,500,500,432,400,333,489,600,573,543,594,612,621,612,611,512,504,466,353,298,352,395,403,443,439,357,295,308,345,192,183,334,383,183,183,392,392,400,400,400,400,400,370,345,330,355,355,355,355,350,355,1060,7037
Gabon,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,244,10,26,34,65,120,145,158,283,289,142,136,206,156,171,219,89,23,30,35,40,45,50,60,48,44,40,40,40,40,60,140,1572
Gabon,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,42,103,33,85,50,32,57,121,75,85,80,53,43,8,8,9,9,10,11,12,10,9,8,8,8,0,20,28,587
Gambia,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,6,2,0,0,0,0,22,120,44,46,46,60,68,104,61,13,13,48,442,69.47,63.03,43.59,176.09,1263.09
Gambia,Palinurid spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,276,54,88,12,1,1,4,5,20,6,13,12,94,51,22,125,44,26,83,37,44,132,130,75,98,118,23,24,35,4,38,41,40,40,0,43,76,69,102,29,63,86.55,78.53,68.55,233.63,1076.63
Germany,Norway lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,700,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,0,0,0,0,1,12,12,29,53,9,47,10,4,4,7,4,15,1,2,1,2,2,2,16,23,17,77,70,70,110,86,141,132,62,62,110,294,616,286,426,403,568,396,429,425,436,862,926,565,835,275.66,440,1550.66,8548.66
Germany,Deep-sea red crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,369,263,309,440,443,148,178,194,290,221,175,137,135,113.03,133,381.03,3994.03
Germany,Edible crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,0,18,42,17,15,317,13,11,7,7,3,9,11,10,40,13,8,8,0,0,0,38,44,57,64,44,74,84,142,191,172,156,143,159,135,144,114,115,107,169,186,158,149,158,139.49,119,416.49,2814.49
Germany,Marine crabs nei,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,6,4,0,0,0,141,498,576,452,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669
Germany,European lobster,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,125,0,2,2,9,17,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,4,10.44,20,34.44,49.44
Germany,Green crab,1,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95,5,6.95,6.95
Germany,Andaman lobster,1,"Indian Ocean, Western",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,3,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Marine crustaceans nei,NEI,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Marine crustaceans nei,NEI,"Atlantic, Northeast",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,100,0,600,200,400,1400,1500,2600,700,1900,500,1300,1000,400,1670,2182,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,0,18,0,5,9,31,10,22,5,239,238,37,322,86,75,195,462,218,399,576,271,145,74,155,156,337,0,2466,1445,868,570.49,650,848,616,616.19,145,190.6,88,225,38,21.8,39.02,652.36,72.5,763.88,10044.96
Ghana,Tropical spiny lobsters nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,700,500,340,424,0,17,21,10,26,420,231,109,168,176,128,204,133,555,754,173,173,130,71,218,369,510,230,134,203,65,0,39,342,97,28,127,49,3,5,25,128,64,90,90.08,4,311.04,8,47,107,46,75.05,7.39,237,319.44,1548.56
Greece,Mediterranean shore crab,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,21,26,25,28,15,68,92,58,81,166,82,59,16,49,28,50,37,16,17,117,109,33,47,24,58,54,76,229,497,474,533,844,1305,2836,2689,2147,1788,1866,1995.03,5649.03,17721.03
Greece,Norway lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,200,200,200,300,300,300,400,400,400,400,500,500,481,508,538,737,658,554,577,703,890,732,692,734,659,720,883,814,1023,1102,1264,1176,1607,934,709,799,1087,1104,486,351,445,243,266,242,215,304,390,369,463,555,478,491,398,375,304,299,233,270,200,172,204,245,248.5,272.05,765.55,6485.55
Greece,Marine crustaceans nei,NEI,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,489,423,368,318.6,264.14,950.74,2322.74
Greece,European lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,22,25,21,24,26,20,7,5,9,176,11,13,14,17,17,12,9,12,15,7,8,166,286,243,255,261,394,177,3,3,0,0,0,0,0,0,0,0,0,1818
Greece,European lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,126,156,104,116,138,216,206,143,131,134,118,320,510,198,357,138,158,192,221,65,55,54,80,83,93,93,99,100,89,81,69,124,215,0,0,0,0,0,0,0,1300
Greece,Common spiny lobster,1,Mediterranean and Black Sea,Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,27,40,41,46,45,50,50,44,41,34,116,72,98,73,80,81,72.9,79.25,233.15,1150.15
Greece,Marine crabs nei,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,95,104,226,63,145,97,132,130,184,263,300,281,393,329,537,448,415,548,296,180,167,141,610,58,71,60,84,90,74,59,54,63,54,17,7,4,9,7,1,0,0,0,0,4,18,0,0,0,0,0,0,0,184
Greece,Norway lobster,1,"Atlantic, Eastern Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,17,1,6,4,17,1,0,5,1,0,1,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,Queen crab,1,"Atlantic, Northwest",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,72,998,817,2557,1947,2896,10236,14247,9841,6862,5837,4454,3146,2189,2169,2991,3096,1806,1813,1973,1683,1104,2124,2210,2646,2696,2968,3076,8740,64684
Grenada,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,4,4,1,2,1,7,7,14,2,10,22,26,30,57,23,14,31,72,47,32,24,26,19,23,15,10,10,23,19,15,26,23,31,30,30,30,30,30,30,30,90,474
Guadeloupe,Caribbean spiny lobster,1,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.99,70.35,127.24,143.47,103.06,155.77,190.08,181.3,149.1,147.9,115.48,89.48,120.63,49.88,259.99,1714.73
Guadeloupe,Marine crustaceans nei,NEI,"Atlantic, Western Central",Tonnes - live weight,"TLW, Number",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,120,110,110,100,110,130,120,120,120,120,120,150,150,150,140,140,150,150,150,140,150,134,134,150,150,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900
